Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
12:27:48:07.166,61,0.2149900794,0.2020516098,0.0418577790,0.0000000000,0.0000000000,0.0832940489,0.0000000000,0.2126197815,0.2019202858,0.0663058311,0.0000000000,0.0000000000,0.0832568854,0.0000000000,0.0456184112,0.0047192615,0.0000000000,0.0266728494,0.0297548324,0.0837019160,0.0405228846,0.0044117998,0.0000000000,0.0000000000,0.0000000000,0.0852274522,0.1073452309,0.0724167824,0.0701449141,0.1809153408,0.1879948080,0.0597536601,0.0738100037,0.0627425909,0.0803349093,0.0289195944,0.0224329662,0.0592236929,0.0589508340,0.0230238456,0.0195635334,0.0000000000,0.0000000000,0.2092177570,0.1177741736,0.1214444414,0.0364440829,0.0195843354,0.0181488637,0.0509498231,0.0445595197,0.0000163378,0.0000000000,0.0000000000,0.0000000000,-0.0401960388,0.1234463081,-0.0049860282,0.0253749080,0.1234662756,0.0031486140
12:27:48:09.166,61,0.1035910100,0.0797401071,0.0000000000,0.0126478029,0.0000000000,0.0784703121,0.0000000000,0.1019567624,0.0794963688,0.1213089526,0.0000000000,0.0000000000,0.0784398541,0.0000000000,0.0451212414,0.0051189363,0.0000000000,0.0265616551,0.0295336545,0.0834852532,0.0406956747,0.0039951801,0.0000000000,0.0000000000,0.0000000000,0.0852276236,0.1074224263,0.0733167827,0.0705423877,0.1760933101,0.1825831831,0.0600165464,0.0745830089,0.0632452518,0.0816691890,0.0296216644,0.0232059900,0.0594175048,0.0592952669,0.0234852843,0.0199877284,0.0000000000,0.0000000000,0.1833650768,0.0851130337,0.0887216851,0.0363438614,0.0198447909,0.0183429047,0.0512596481,0.0449876152,0.0000167750,0.0000000000,0.0000000000,0.0000000000,-0.0740159154,0.0486950018,-0.0036037483,-0.0077169389,0.0487119146,-0.0003762007
12:27:48:11.166,61,0.0296752565,0.0000000000,0.0000000000,0.0280836262,0.0084738061,0.0759629309,0.0000000000,0.0294547789,0.0000000000,0.1367437690,0.0000000000,0.0084787235,0.0759367421,0.0000000000,0.0448650643,0.0054854932,0.0000000000,0.0266102608,0.0293784849,0.0831295997,0.0407435969,0.0039894148,0.0000000000,0.0000000000,0.0000000000,0.0848975331,0.1079053655,0.0740999132,0.0709118918,0.1747215390,0.1808705181,0.0601097159,0.0748357102,0.0636965185,0.0825230479,0.0300675817,0.0237198770,0.0597983897,0.0597856715,0.0239350069,0.0203827675,0.0000000000,0.0000000000,0.1598174721,0.0471256636,0.0495376885,0.0360721424,0.0198827498,0.0183550809,0.0511853136,0.0450326912,0.0000143319,0.0000000000,0.0000000000,0.0000000000,-0.0835314468,-0.0037124858,0.0003097502,-0.0171551947,-0.0036979394,0.0000634360
12:27:48:13.165,61,0.0021929555,0.0000000000,0.0000000000,0.0773043334,0.1059507206,0.0750802010,0.0171202049,0.0024031063,0.0000000000,0.1854278147,0.0000000000,0.1054187790,0.0750569403,0.0181083716,0.0449563116,0.0058783907,0.0000000000,0.0268276837,0.0293723401,0.0827603936,0.0406835489,0.0043589994,0.0000000000,0.0000000000,0.0000000000,0.0845903009,0.1114295200,0.0750130564,0.0713959783,0.1743458956,0.1803900301,0.0603194870,0.0751567036,0.0639302954,0.0827177763,0.0302221868,0.0239400472,0.0603259131,0.0603763871,0.0242266431,0.0206248034,0.0000000000,0.0000000000,0.1438541114,0.0263691079,0.0279734116,0.0356749892,0.0197785478,0.0182503592,0.0508649461,0.0448136069,0.0000129115,0.0000000000,0.0000000000,0.0000000000,-0.1131510884,-0.0462938659,0.0052307211,-0.0471720435,-0.0462812446,0.0021839272
12:27:48:15.165,61,0.0000000000,0.0000000000,0.0000000000,0.1201329157,0.1908076257,0.0779535472,0.0842773616,0.0000000000,0.0000000000,0.2271479666,0.0000000000,0.1895142645,0.0779382437,0.0861479267,0.0453881472,0.0062240274,0.0000000000,0.0272760782,0.0295095351,0.0825028867,0.0406018309,0.0047018351,0.0000000000,0.0000000000,0.0000000000,0.0842003152,0.1136174649,0.0756036639,0.0718316361,0.1760571301,0.1851064563,0.0605369434,0.0754166543,0.0639457479,0.0825066864,0.0301341079,0.0239064544,0.0615542755,0.0617064461,0.0244356859,0.0207905099,0.0000000000,0.0000000000,0.1362073720,0.0158720538,0.0172327794,0.0351893008,0.0195857454,0.0180868078,0.0504106395,0.0444172919,0.0000128819,0.0000000000,0.0000000000,0.0000000000,-0.1382796466,-0.0834899619,0.0115345092,-0.0731303915,-0.0834791735,0.0061135562
12:27:48:17.165,61,0.0000000000,0.0000000000,0.0000000000,0.1575201899,0.2264437228,0.0868438631,0.1516413242,0.0000000000,0.0000000000,0.2639814019,0.0000000000,0.2245793641,0.0868328586,0.1541931480,0.0458294861,0.0063977595,0.0000000000,0.0277183466,0.0297079328,0.0823190212,0.0405704007,0.0048457584,0.0000000000,0.0000000000,0.0000000000,0.0838778466,0.1149061918,0.0758689046,0.0721291453,0.1781902313,0.1907174885,0.0606715530,0.0755177364,0.0637959540,0.0819926709,0.0299761835,0.0237635542,0.0623591766,0.0625243932,0.0245355107,0.0208561942,0.0000000000,0.0000000000,0.1323064119,0.0098118410,0.0110641448,0.0347880870,0.0193688348,0.0179235786,0.0499866307,0.0439966172,0.0000143688,0.0000000000,0.0000000000,0.0000000000,-0.1604767442,-0.0992708579,0.0159133449,-0.0957528651,-0.0992608964,0.0095210010
12:27:48:19.164,61,0.0000000000,0.0000000000,0.0000000000,0.1735298187,0.2653837204,0.0970838964,0.2173376381,0.0000000000,0.0000000000,0.2795711756,0.0000000000,0.2630409896,0.0970728174,0.2198748291,0.0462833568,0.0064518265,0.0000000000,0.0282050055,0.0299569014,0.0822471008,0.0405900702,0.0049368287,0.0000000000,0.0000000000,0.0000000000,0.0837363303,0.1158152744,0.0756516531,0.0720766634,0.1808400452,0.1951943040,0.0606753156,0.0753990039,0.0634585544,0.0807953551,0.0297103692,0.0235222522,0.0630167127,0.0631541535,0.0245332979,0.0208437312,0.0000000000,0.0000000000,0.1302389354,0.0066195931,0.0078008454,0.0345143303,0.0191127118,0.0177374128,0.0495101213,0.0435233563,0.0000130855,0.0000000000,0.0000000000,0.0000000000,-0.1696457863,-0.1164524332,0.0197478309,-0.1052908301,-0.1164432615,0.0122927586
12:27:48:21.164,61,0.0000000000,0.0000000000,0.0000000000,0.1780256033,0.3033483922,0.1095563173,0.2782379985,0.0000000000,0.0000000000,0.2838874459,0.0000000000,0.3006244898,0.1095376909,0.2804518640,0.0466908477,0.0063437484,0.0000000000,0.0286165178,0.0302149784,0.0823163018,0.0406976603,0.0049444092,0.0000000000,0.0000000000,0.0000000000,0.0836300328,0.1163672283,0.0752266198,0.0718901902,0.1833741516,0.1987518966,0.0606070384,0.0749970004,0.0632420480,0.0792962760,0.0294287521,0.0232545193,0.0634723306,0.0635554716,0.0245008096,0.0208104327,0.0000000000,0.0000000000,0.1290830672,0.0048972825,0.0060351640,0.0343875140,0.0188741405,0.0175739806,0.0491327941,0.0431266017,0.0000129662,0.0000000000,0.0000000000,0.0000000000,-0.1719122976,-0.1331462562,0.0229084492,-0.1077947170,-0.1331380159,0.0144080380
12:27:48:23.164,61,0.0000000000,0.0000000000,0.0000000000,0.1701508015,0.3480817378,0.1221829802,0.3343583345,0.0000000000,0.0000000000,0.2755197883,0.0000000000,0.3450882137,0.1221589148,0.3362293839,0.0469500534,0.0061774342,0.0000000000,0.0289279222,0.0304311719,0.0823942050,0.0408703238,0.0048799291,0.0000000000,0.0000000000,0.0000000000,0.0838265494,0.1169295982,0.0741600171,0.0714565441,0.1847109944,0.2005271018,0.0604477376,0.0744817480,0.0628689528,0.0768762603,0.0291427393,0.0229804460,0.0636847094,0.0637007579,0.0243834779,0.0207095537,0.0000000000,0.0000000000,0.1288235337,0.0045487089,0.0056673363,0.0344167836,0.0186304767,0.0174028426,0.0487533361,0.0427295677,0.0000141790,0.0000000000,0.0000000000,0.0000000000,-0.1663832814,-0.1526980698,0.0254822336,-0.1027384773,-0.1526907086,0.0157811623
12:27:48:25.164,61,0.0000000000,0.0000000000,0.0000000000,0.1655346751,0.3697017729,0.1324097067,0.3780070841,0.0000000000,0.0000000000,0.2712170780,0.0000000000,0.3665817380,0.1323809922,0.3797003627,0.0471270345,0.0059757526,0.0000000000,0.0291529968,0.0306470860,0.0825273246,0.0410829000,0.0049431995,0.0000000000,0.0000000000,0.0000000000,0.0837644860,0.1172280312,0.0733163208,0.0709300265,0.1856558323,0.2015820742,0.0602141693,0.0737988129,0.0626007020,0.0751957297,0.0288665500,0.0227144621,0.0637339652,0.0636739805,0.0242527202,0.0205918159,0.0000000000,0.0000000000,0.1289268881,0.0046387231,0.0057511106,0.0345368795,0.0184190776,0.0172458962,0.0484521054,0.0423963591,0.0000127286,0.0000000000,0.0000000000,0.0000000000,-0.1635430306,-0.1621336192,0.0266252570,-0.0998021662,-0.1621266752,0.0162953418
12:27:48:27.163,61,0.0000000000,0.0000000000,0.0000000000,0.1784677356,0.3948912323,0.1418747157,0.4131172001,0.0000000000,0.0000000000,0.2833383977,0.0000000000,0.3913979828,0.1418493837,0.4146408737,0.0472648554,0.0058539044,0.0000000000,0.0293447338,0.0308552552,0.0827233121,0.0412609391,0.0050500929,0.0000000000,0.0000000000,0.0000000000,0.0835220516,0.1171549708,0.0725347996,0.0704236850,0.1864426732,0.2023999840,0.0599825643,0.0730800107,0.0623642132,0.0740863755,0.0286016017,0.0224477947,0.0637684241,0.0636294335,0.0241013225,0.0204588473,0.0000000000,0.0000000000,0.1293077767,0.0051968032,0.0063107442,0.0346513912,0.0182238128,0.0171079263,0.0481716730,0.0420770161,0.0000124994,0.0000000000,0.0000000000,0.0000000000,-0.1705388278,-0.1733187437,0.0297038835,-0.1073991433,-0.1733124107,0.0187639073
12:27:48:29.163,61,0.0000000000,0.0000000000,0.0000000000,0.1658399701,0.4093592167,0.1499779671,0.4298727214,0.0000000000,0.0000000000,0.2709088027,0.0000000000,0.4059345424,0.1499529779,0.4313994646,0.0473934710,0.0057499036,0.0000000000,0.0295246560,0.0310635418,0.0829043463,0.0414220653,0.0053195283,0.0000000000,0.0000000000,0.0000000000,0.0834838897,0.1173235327,0.0717604607,0.0698418990,0.1874436140,0.2031301856,0.0597207695,0.0723777264,0.0620631352,0.0731558427,0.0282944795,0.0221527610,0.0637914315,0.0635706037,0.0239269286,0.0202998277,0.0000000000,0.0000000000,0.1297893226,0.0061655743,0.0074077090,0.0347301699,0.0180395599,0.0169651676,0.0479194410,0.0417772867,0.0000112058,0.0000000000,0.0000000000,0.0000000000,-0.1628763229,-0.1795236766,0.0294193774,-0.0996887311,-0.1795175225,0.0180587154
12:27:48:31.163,61,0.0000000000,0.0000000000,0.0000000000,0.1542821527,0.4406739771,0.1602101773,0.4416390359,0.0000000000,0.0000000000,0.2593981326,0.0000000000,0.4371916950,0.1601856351,0.4431352317,0.0475069769,0.0056629507,0.0000000000,0.0297054611,0.0313133150,0.0831201822,0.0416015163,0.0054853987,0.0000000000,0.0000000000,0.0000000000,0.0834794715,0.1174917817,0.0708701536,0.0691656843,0.1885341108,0.2038445473,0.0595067739,0.0717335939,0.0617593043,0.0724434108,0.0280161314,0.0218863301,0.0637919530,0.0634992197,0.0237439051,0.0201345962,0.0000000000,0.0000000000,0.1310296655,0.0070356596,0.0083194133,0.0348623246,0.0178966578,0.0168490410,0.0477234237,0.0415382273,0.0000106763,0.0000000000,0.0000000000,0.0000000000,-0.1555592865,-0.1931217015,0.0302892029,-0.0925037414,-0.1931162924,0.0180616621
12:27:48:33.163,61,0.0000000000,0.0000000000,0.0000000000,0.1632179320,0.4557031393,0.1683096588,0.4547331929,0.0000000000,0.0000000000,0.2678910792,0.0000000000,0.4519697428,0.1682789624,0.4562498629,0.0476742722,0.0055125789,0.0000000000,0.0298611745,0.0315298550,0.0834262222,0.0417452604,0.0055183624,0.0000000000,0.0000000000,0.0000000000,0.0835390091,0.1177317575,0.0698925704,0.0684834123,0.1892989278,0.2045325041,0.0593452305,0.0710931569,0.0614241846,0.0717234462,0.0277276766,0.0216047801,0.0637070984,0.0633471757,0.0235446878,0.0199565254,0.0000000000,0.0000000000,0.1325604171,0.0085250866,0.0100644035,0.0350649953,0.0177607425,0.0167452972,0.0475727692,0.0413278453,0.0000104452,0.0000000000,0.0000000000,0.0000000000,-0.1604456604,-0.1998093426,0.0323415920,-0.0977333337,-0.1998043060,0.0197575502
12:27:48:35.162,61,0.0000000000,0.0000000000,0.0000000000,0.1632338017,0.4634532034,0.1745463610,0.4635792077,0.0000000000,0.0000000000,0.2679103315,0.0000000000,0.4596586227,0.1745150536,0.4649417400,0.0477257445,0.0054222280,0.0000000000,0.0299388226,0.0316827185,0.0836024955,0.0418539532,0.0056029824,0.0000000000,0.0000000000,0.0000000000,0.0832372755,0.1175989658,0.0689934790,0.0677774027,0.1899870485,0.2051520050,0.0590865798,0.0703390911,0.0611259304,0.0711218640,0.0274847150,0.0213609096,0.0636235848,0.0631936789,0.0233531296,0.0197858401,0.0000000000,0.0000000000,0.1338525116,0.0099794678,0.0117120603,0.0352215916,0.0176383182,0.0166494101,0.0474281199,0.0411379263,0.0000098311,0.0000000000,0.0000000000,0.0000000000,-0.1603477746,-0.2032064646,0.0328864641,-0.0976754650,-0.2032016218,0.0200908873
12:27:48:37.162,61,0.0000000000,0.0000000000,0.0000000000,0.1433967799,0.4552966058,0.1773098856,0.4671178758,0.0000000000,0.0000000000,0.2482495904,0.0000000000,0.4519052804,0.1772777885,0.4684307873,0.0477465019,0.0053985557,0.0000000000,0.0300220866,0.0318214707,0.0838251859,0.0420335494,0.0056627188,0.0000000000,0.0000000000,0.0000000000,0.0828072652,0.1174089462,0.0681938902,0.0669761375,0.1906312555,0.2056946158,0.0587874427,0.0696409270,0.0608520173,0.0706242621,0.0272433273,0.0211306326,0.0635852441,0.0631088018,0.0231895410,0.0196401998,0.0000000000,0.0000000000,0.1348068118,0.0110953012,0.0128921727,0.0353560969,0.0175363813,0.0165594053,0.0473149642,0.0409958884,0.0000124109,0.0000000000,0.0000000000,0.0000000000,-0.1486864835,-0.1994101703,0.0299294125,-0.0858689696,-0.1994051635,0.0173302796
12:27:48:39.162,61,0.0000000000,0.0000000000,0.0000000000,0.1520503461,0.4558208883,0.1790388525,0.4705069065,0.0000000000,0.0000000000,0.2568109334,0.0000000000,0.4522784650,0.1790060252,0.4717825651,0.0477913693,0.0053784912,0.0000000000,0.0301001817,0.0319619812,0.0839867815,0.0421402343,0.0057411715,0.0000000000,0.0000000000,0.0000000000,0.0824319348,0.1173798516,0.0675404593,0.0663337559,0.1911186427,0.2061178535,0.0585200824,0.0690047666,0.0605942458,0.0701785535,0.0270160437,0.0209052768,0.0635311007,0.0630041659,0.0230418891,0.0195039734,0.0000000000,0.0000000000,0.1356132925,0.0130391624,0.0150831854,0.0354144424,0.0174318124,0.0164669771,0.0471720397,0.0408186167,0.0000116058,0.0000000000,0.0000000000,0.0000000000,-0.1538075209,-0.1997328252,0.0310030021,-0.0910461321,-0.1997276843,0.0184026249
12:27:48:41.161,61,0.0000000000,0.0000000000,0.0000000000,0.1540470719,0.4584559798,0.1807987988,0.4746044278,0.0000000000,0.0000000000,0.2586005330,0.0000000000,0.4548676610,0.1807629466,0.4757987559,0.0476988107,0.0053058150,0.0000000000,0.0301000886,0.0320199803,0.0840514451,0.0421781391,0.0058519379,0.0000000000,0.0000000000,0.0000000000,0.0819409564,0.1171423122,0.0668598637,0.0656627491,0.1915839016,0.2064963579,0.0581333414,0.0681691840,0.0603442751,0.0697313622,0.0267995242,0.0206892118,0.0634284467,0.0628434196,0.0228996258,0.0193718914,0.0000000000,0.0000000000,0.1362967640,0.0145453289,0.0166640691,0.0354377292,0.0173407923,0.0163859371,0.0470509492,0.0406608544,0.0000124304,0.0000000000,0.0000000000,0.0000000000,-0.1548436582,-0.2009094805,0.0313988104,-0.0922201201,-0.2009044290,0.0187519882
12:27:48:43.161,61,0.0000000000,0.0000000000,0.0000000000,0.1654914916,0.4619729817,0.1828895211,0.4760566950,0.0000000000,0.0000000000,0.2697084844,0.0000000000,0.4581707418,0.1828523278,0.4772409499,0.0477289483,0.0051857624,0.0000000000,0.0301566385,0.0321018137,0.0841459110,0.0421102606,0.0060780281,0.0000000000,0.0000000000,0.0000000000,0.0814774260,0.1168173254,0.0663382858,0.0652184039,0.1922476888,0.2071052343,0.0579240471,0.0675027817,0.0601293668,0.0693651438,0.0265970565,0.0204834379,0.0633519366,0.0626954883,0.0227842201,0.0192611758,0.0000000000,0.0000000000,0.1368480027,0.0156552345,0.0177921820,0.0354174413,0.0172795933,0.0163421985,0.0470064022,0.0405484140,0.0000136842,0.0000000000,0.0000000000,0.0000000000,-0.1614450961,-0.2025850266,0.0330053978,-0.0990393460,-0.2025801539,0.0203064177
