Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
13:13:04:51.649,61,0.1304821372,0.2902207673,0.0671665072,0.0000000000,0.0000000000,0.0527530536,0.0000000000,0.1307550669,0.2903876007,0.0410973653,0.0000000000,0.0000000000,0.0527486131,0.0000000000,0.0357202105,0.0170708951,0.0000000000,0.0178494044,0.0210256930,0.1351234168,0.1190134734,0.0000000000,0.0426475629,0.0000000000,0.0000000000,0.2253049016,0.1905642450,0.0537314191,0.0587132089,0.1288843304,0.1361628473,0.0651437491,0.0534426048,0.1557045877,0.1183294132,0.0380520411,0.0349643268,0.0534959063,0.0557019822,0.0402196907,0.0412070788,0.0000000000,0.0000000000,0.1313596666,0.0718739927,0.0717758760,0.0566594154,0.0213074405,0.0224961936,0.0534824878,0.0547808297,0.0000438067,0.0000000000,0.0000000000,0.0000000000,-0.0247109290,0.1774424613,-0.0044308938,0.0403862372,0.1774320006,0.0072398735
13:13:04:53.649,61,0.1305209100,0.2909002602,0.0688866153,0.0000000000,0.0000000000,0.0528434180,0.0000000000,0.1307857335,0.2910872102,0.0394233577,0.0000000000,0.0000000000,0.0528387614,0.0000000000,0.0358254984,0.0169549398,0.0000000000,0.0177945979,0.0209778231,0.1350353509,0.1185939908,0.0000000000,0.0423845388,0.0000000000,0.0000000000,0.2256030291,0.1913776249,0.0541698113,0.0591267161,0.1287289262,0.1360314488,0.0654964820,0.0535186827,0.1559457034,0.1187296957,0.0383113995,0.0351891220,0.0534236133,0.0556330681,0.0405322388,0.0414992794,0.0000000000,0.0000000000,0.1312065572,0.0719600990,0.0718666986,0.0566996410,0.0213660859,0.0225500036,0.0535067022,0.0547510944,0.0000500650,0.0000000000,0.0000000000,0.0000000000,-0.0237025693,0.1778655648,-0.0042604739,0.0414174050,0.1778550595,0.0074426970
13:13:04:55.648,61,0.1331641674,0.2925446033,0.0682181567,0.0000000000,0.0000000000,0.0529102013,0.0000000000,0.1333740503,0.2927246988,0.0400986783,0.0000000000,0.0000000000,0.0529054888,0.0000000000,0.0358325019,0.0167438220,0.0000000000,0.0176956486,0.0208711289,0.1348704845,0.1182131693,0.0000000000,0.0420514494,0.0000000000,0.0000000000,0.2260683179,0.1921967715,0.0545501560,0.0594731569,0.1284110993,0.1357053071,0.0657254308,0.0534944199,0.1563379019,0.1191164106,0.0386046208,0.0354371965,0.0532761589,0.0554868951,0.0408744365,0.0418247022,0.0000000000,0.0000000000,0.1302926838,0.0690142736,0.0689442903,0.0567325987,0.0214099307,0.0225887056,0.0534937419,0.0547180623,0.0000535657,0.0000000000,0.0000000000,0.0000000000,-0.0241042450,0.1788678914,-0.0043576024,0.0410080850,0.1788573116,0.0074116075
13:13:04:57.648,61,0.1348270625,0.2936266959,0.0705072209,0.0000000000,0.0000000000,0.0530082956,0.0000000000,0.1350715309,0.2938339412,0.0378972813,0.0000000000,0.0000000000,0.0530035309,0.0000000000,0.0358935818,0.0166428201,0.0000000000,0.0176578220,0.0208128896,0.1348361373,0.1181072295,0.0000000000,0.0414825976,0.0000000000,0.0000000000,0.2258299738,0.1923906952,0.0549652018,0.0598158613,0.1281702369,0.1354171187,0.0660321265,0.0535983220,0.1564859748,0.1194499210,0.0388281867,0.0356305875,0.0532919094,0.0555014759,0.0412167683,0.0421392433,0.0000000000,0.0000000000,0.1297749877,0.0681129023,0.0680505410,0.0567601770,0.0214732848,0.0226388089,0.0535268188,0.0547388792,0.0000493719,0.0000000000,0.0000000000,0.0000000000,-0.0227781460,0.1795400381,-0.0041337237,0.0423790142,0.1795293093,0.0076886294
13:13:04:59.648,61,0.1354067028,0.2936266959,0.0721159428,0.0000000000,0.0000000000,0.0531484559,0.0000000000,0.1356574595,0.2938524783,0.0363596901,0.0000000000,0.0000000000,0.0531435050,0.0000000000,0.0359783024,0.0164995920,0.0000000000,0.0176589414,0.0207790826,0.1346948594,0.1177785322,0.0000000000,0.0411861353,0.0000000000,0.0000000000,0.2256039381,0.1923433691,0.0552396737,0.0600430183,0.1280264556,0.1352695823,0.0661598295,0.0536869541,0.1563512683,0.1198650599,0.0389364809,0.0357064456,0.0534153841,0.0556351766,0.0414965749,0.0424048975,0.0000000000,0.0000000000,0.1295676827,0.0679112598,0.0678529441,0.0565781705,0.0215059128,0.0226700809,0.0534709617,0.0546731353,0.0000358882,0.0000000000,0.0000000000,0.0000000000,-0.0218539368,0.1795476228,-0.0039662011,0.0433459282,0.1795368344,0.0078642741
13:13:05:01.648,61,0.1349842995,0.2934057713,0.0731522590,0.0000000000,0.0000000000,0.0532703809,0.0000000000,0.1352328658,0.2936436534,0.0352280848,0.0000000000,0.0000000000,0.0532652512,0.0000000000,0.0360688306,0.0163252559,0.0000000000,0.0176379122,0.0207605697,0.1344829649,0.1172419414,0.0000000000,0.0409959853,0.0000000000,0.0000000000,0.2258677483,0.1926998645,0.0554720722,0.0602311753,0.1279857159,0.1352076977,0.0663112551,0.0537859723,0.1561390758,0.1200750172,0.0390072875,0.0357542522,0.0533955321,0.0556164794,0.0416220278,0.0425192229,0.0000000000,0.0000000000,0.1296057254,0.0681084767,0.0680530965,0.0563778579,0.0214962028,0.0226575639,0.0533212759,0.0545130484,0.0000338949,0.0000000000,0.0000000000,0.0000000000,-0.0211742800,0.1794173568,-0.0038400241,0.0439698845,0.1794066876,0.0079714907
13:13:05:03.647,61,0.1347656548,0.2938887775,0.0734838918,0.0000000000,0.0000000000,0.0533568934,0.0000000000,0.1350137591,0.2941311300,0.0348606966,0.0000000000,0.0000000000,0.0533516929,0.0000000000,0.0362028554,0.0162257161,0.0000000000,0.0176186189,0.0207409188,0.1342424154,0.1167231202,0.0000000000,0.0408023447,0.0000000000,0.0000000000,0.2274951935,0.1940657645,0.0557105951,0.0604366772,0.1279719621,0.1351638287,0.0665794089,0.0539632887,0.1559498310,0.1202563420,0.0390804335,0.0358117856,0.0533692911,0.0555949360,0.0417125821,0.0426023118,0.0000000000,0.0000000000,0.1293604076,0.0679201186,0.0678659230,0.0562030524,0.0214715730,0.0226339549,0.0531613454,0.0543517806,0.0000475863,0.0000000000,0.0000000000,0.0000000000,-0.0209523272,0.1797143966,-0.0038062062,0.0441668443,0.1797036231,0.0080207167
13:13:05:05.647,61,0.1349608004,0.2946642935,0.0756086335,0.0000000000,0.0000000000,0.0532846451,0.0000000000,0.1352096349,0.2949320376,0.0327431932,0.0000000000,0.0000000000,0.0532792024,0.0000000000,0.0363751054,0.0161802247,0.0000000000,0.0175860208,0.0207038093,0.1342417896,0.1164796799,0.0000000000,0.0406598002,0.0000000000,0.0000000000,0.2303943038,0.1968782842,0.0559499562,0.0606298782,0.1281376332,0.1352967322,0.0669669285,0.0540739372,0.1560283303,0.1206388250,0.0391890928,0.0359081328,0.0533487089,0.0555723719,0.0418213122,0.0426996686,0.0000000000,0.0000000000,0.1291053295,0.0675627962,0.0675105155,0.0561679117,0.0214320514,0.0225922912,0.0530739091,0.0542461239,0.0000519685,0.0000000000,0.0000000000,0.0000000000,-0.0196778979,0.1801990271,-0.0035845772,0.0454399623,0.1801882088,0.0082744863
13:13:05:07.647,61,0.1350380182,0.2947251797,0.0771512464,0.0000000000,0.0000000000,0.0530906171,0.0000000000,0.1352876425,0.2950110734,0.0312133394,0.0000000000,0.0000000000,0.0530850627,0.0000000000,0.0364396833,0.0162497107,0.0000000000,0.0175183658,0.0206063706,0.1343831867,0.1164077446,0.0000000000,0.0404767022,0.0000000000,0.0000000000,0.2313214242,0.1976895183,0.0560561270,0.0607072376,0.1282134950,0.1353284568,0.0671443567,0.0539605767,0.1562578529,0.1210612953,0.0392821431,0.0360011458,0.0533183813,0.0555402152,0.0419593230,0.0428358130,0.0000000000,0.0000000000,0.1290108413,0.0676873401,0.0676363930,0.0562600046,0.0213769432,0.0225364976,0.0530128106,0.0541639850,0.0000537698,0.0000000000,0.0000000000,0.0000000000,-0.0187583324,0.1802440733,-0.0034179613,0.0463667214,0.1802332252,0.0084452750
13:13:05:09.646,61,0.1350110173,0.2935839593,0.0789285898,0.0000000000,0.0000000000,0.0530254543,0.0000000000,0.1352623850,0.2938891649,0.0294763781,0.0000000000,0.0000000000,0.0530196577,0.0000000000,0.0365186743,0.0162461288,0.0000000000,0.0174957663,0.0205672681,0.1345160902,0.1163790748,0.0000000000,0.0404977985,0.0000000000,0.0000000000,0.2316073924,0.1978103220,0.0561356619,0.0607998595,0.1282978505,0.1354480088,0.0673155785,0.0539018549,0.1563724577,0.1212416813,0.0393247232,0.0360345803,0.0533132404,0.0555354208,0.0420371927,0.0429162718,0.0000000000,0.0000000000,0.1291760057,0.0681135207,0.0680631697,0.0563426614,0.0213472117,0.0225196779,0.0530392379,0.0541633070,0.0000507637,0.0000000000,0.0000000000,0.0000000000,-0.0177166760,0.1795551628,-0.0032155747,0.0474408641,0.1795444489,0.0086070243
13:13:05:11.646,61,0.1345440596,0.2908985019,0.0815159008,0.0000000000,0.0000000000,0.0531111732,0.0000000000,0.1347994655,0.2912308574,0.0268915221,0.0000000000,0.0000000000,0.0531049967,0.0000000000,0.0366660208,0.0162417404,0.0000000000,0.0175285861,0.0206019953,0.1346324682,0.1161824912,0.0000000000,0.0405932926,0.0000000000,0.0000000000,0.2317198515,0.1977116019,0.0563160554,0.0610411540,0.1283780336,0.1356331855,0.0676120892,0.0540283881,0.1563647538,0.1212405115,0.0393545292,0.0360489041,0.0533365458,0.0555636063,0.0420666859,0.0429545715,0.0000000000,0.0000000000,0.1294092983,0.0690231547,0.0689745322,0.0563769937,0.0213384219,0.0225323122,0.0531118400,0.0541886576,0.0000319227,0.0000000000,0.0000000000,0.0000000000,-0.0161678046,0.1779263169,-0.0029072892,0.0490104631,0.1779157072,0.0088091623
13:13:05:13.646,61,0.1327054054,0.2902888656,0.0832981840,0.0000000000,0.0000000000,0.0530269668,0.0000000000,0.1329700053,0.2906410992,0.0250197928,0.0000000000,0.0000000000,0.0530204736,0.0000000000,0.0368639603,0.0162000768,0.0000000000,0.0175601896,0.0206041373,0.1346332282,0.1157039627,0.0000000000,0.0407349318,0.0000000000,0.0000000000,0.2318352610,0.1976024210,0.0565153025,0.0612969957,0.1284790337,0.1358269602,0.0678341314,0.0541499257,0.1561911553,0.1212411821,0.0393039845,0.0360029750,0.0534368940,0.0556708090,0.0421018377,0.0430030003,0.0000000000,0.0000000000,0.1295689642,0.0703909323,0.0703444332,0.0562141389,0.0212914348,0.0225039572,0.0530823357,0.0541219786,0.0000278235,0.0000000000,0.0000000000,0.0000000000,-0.0150434542,0.1775628775,-0.0026994818,0.0500853620,0.1775524020,0.0089834183
13:13:05:15.646,61,0.1319169104,0.2893581986,0.0854703635,0.0000000000,0.0000000000,0.0530354343,0.0000000000,0.1321836859,0.2897342443,0.0228606947,0.0000000000,0.0000000000,0.0530286208,0.0000000000,0.0369889773,0.0161955152,0.0000000000,0.0176036991,0.0206350442,0.1346717924,0.1154412329,0.0000000000,0.0408575758,0.0000000000,0.0000000000,0.2321593314,0.1977169067,0.0565637797,0.0614154264,0.1285489798,0.1360425204,0.0679625049,0.0542321540,0.1559269726,0.1211016625,0.0392239913,0.0359268822,0.0534752794,0.0557194054,0.0420843139,0.0429995172,0.0000000000,0.0000000000,0.1298972070,0.0735557228,0.0735144541,0.0561640263,0.0212647840,0.0225008056,0.0531316549,0.0541160777,0.0000265906,0.0000000000,0.0000000000,0.0000000000,-0.0137466360,0.1770054847,-0.0024588821,0.0513966493,0.1769950837,0.0091888495
13:13:05:17.645,61,0.1312311292,0.2876065671,0.0868204013,0.0000000000,0.0000000000,0.0530824438,0.0000000000,0.1315021664,0.2879958749,0.0213994402,0.0000000000,0.0000000000,0.0530752614,0.0000000000,0.0370019488,0.0160562228,0.0000000000,0.0176241361,0.0206565596,0.1344778985,0.1151039824,0.0000000000,0.0411171988,0.0000000000,0.0000000000,0.2323431671,0.1976284385,0.0565395616,0.0614738613,0.1285125464,0.1362063289,0.0679697990,0.0543029942,0.1554324925,0.1206492111,0.0390500128,0.0357522964,0.0534570776,0.0557118207,0.0419453867,0.0428715795,0.0000000000,0.0000000000,0.1305544376,0.0767785013,0.0767360255,0.0560521595,0.0212404225,0.0225049034,0.0532068834,0.0541360602,0.0000412751,0.0000000000,0.0000000000,0.0000000000,-0.0128703909,0.1759414226,-0.0022880258,0.0522184148,0.1759311557,0.0092783337
13:13:05:19.645,61,0.1307217181,0.2867566943,0.0882778242,0.0000000000,0.0000000000,0.0530811138,0.0000000000,0.1309927553,0.2871616185,0.0198275372,0.0000000000,0.0000000000,0.0530738048,0.0000000000,0.0370272808,0.0159879606,0.0000000000,0.0176100060,0.0206283350,0.1344383210,0.1149210706,0.0000000000,0.0412527323,0.0000000000,0.0000000000,0.2322258055,0.1974095851,0.0566309616,0.0615905523,0.1286224276,0.1364914477,0.0680523589,0.0542683341,0.1555992216,0.1207227632,0.0390711725,0.0357544944,0.0534955673,0.0557713583,0.0420005806,0.0429176763,0.0000000000,0.0000000000,0.1312245578,0.0783745199,0.0783390775,0.0560571775,0.0212350804,0.0225126967,0.0533993840,0.0542629883,0.0000445697,0.0000000000,0.0000000000,0.0000000000,-0.0119260736,0.1754296869,-0.0021138643,0.0530998409,0.1754195094,0.0094067845
13:13:05:21.645,61,0.1321853548,0.2901951969,0.0884802416,0.0000000000,0.0000000000,0.0527303778,0.0000000000,0.1324275881,0.2906075418,0.0195560809,0.0000000000,0.0000000000,0.0527231805,0.0000000000,0.0369597934,0.0159947127,0.0000000000,0.0174988396,0.0204982273,0.1343471110,0.1147286221,0.0000000000,0.0411727279,0.0000000000,0.0000000000,0.2320993841,0.1973164678,0.0566566475,0.0615992881,0.1285659969,0.1365075856,0.0680148676,0.0540502928,0.1559356451,0.1210074127,0.0391486362,0.0358232260,0.0534284227,0.0557131879,0.0421410166,0.0430466160,0.0000000000,0.0000000000,0.1318240464,0.0795643851,0.0795320123,0.0560746826,0.0211847071,0.0224631205,0.0534853488,0.0542976707,0.0000531313,0.0000000000,0.0000000000,0.0000000000,-0.0117583796,0.1775344759,-0.0021096778,0.0532016791,0.1775240004,0.0095402645
13:13:05:23.645,61,0.1446107924,0.2971578836,0.0868314058,0.0000000000,0.0000000000,0.0520719886,0.0000000000,0.1448285580,0.2975608706,0.0212131254,0.0000000000,0.0000000000,0.0520652719,0.0000000000,0.0369155593,0.0160625651,0.0000000000,0.0174263064,0.0204152055,0.1343637854,0.1147167161,0.0000000000,0.0411587618,0.0000000000,0.0000000000,0.2319988310,0.1970266104,0.0567522496,0.0617439784,0.1286734194,0.1367060542,0.0681536868,0.0540138185,0.1560713351,0.1211482361,0.0392527953,0.0359178483,0.0534127206,0.0557000674,0.0421742797,0.0430800430,0.0000000000,0.0000000000,0.1359263510,0.0922149718,0.0921723247,0.0561860837,0.0211266167,0.0224153399,0.0535354502,0.0543103032,0.0000510473,0.0000000000,0.0000000000,0.0000000000,-0.0127448663,0.1817845106,-0.0023426136,0.0521700010,0.1817735136,0.0095843272
13:13:05:25.644,61,0.1481093019,0.3019478023,0.0882455260,0.0000000000,0.0000000000,0.0513789430,0.0000000000,0.1483254582,0.3023742139,0.0197298992,0.0000000000,0.0000000000,0.0513724498,0.0000000000,0.0367478728,0.0161141567,0.0000000000,0.0172663592,0.0202613082,0.1343770325,0.1149391681,0.0000000000,0.0411502905,0.0000000000,0.0000000000,0.2322502583,0.1970443577,0.0568368398,0.0618984997,0.1286990941,0.1368502825,0.0682419091,0.0538013801,0.1567206085,0.1212468222,0.0394317657,0.0360842347,0.0532062873,0.0554939210,0.0421934873,0.0431029350,0.0000000000,0.0000000000,0.1391415298,0.1006951481,0.1006534621,0.0565130934,0.0210454501,0.0223469064,0.0535765924,0.0543036759,0.0000357601,0.0000000000,0.0000000000,0.0000000000,-0.0118472865,0.1847230345,-0.0022136478,0.0529908724,0.1847117096,0.0098959357
13:13:05:27.644,61,0.1501330584,0.3057172894,0.0889793262,0.0000000000,0.0000000000,0.0504980162,0.0000000000,0.1503586620,0.3061577380,0.0190656092,0.0000000000,0.0000000000,0.0504915826,0.0000000000,0.0365603194,0.0160908289,0.0000000000,0.0170723367,0.0200786795,0.1342117786,0.1149805263,0.0000000000,0.0413004942,0.0000000000,0.0000000000,0.2327331752,0.1971837878,0.0569838472,0.0621692576,0.1284927875,0.1368144602,0.0682866722,0.0535514504,0.1584005356,0.1213998049,0.0397037007,0.0363351405,0.0528956279,0.0551801361,0.0422530547,0.0431864560,0.0000000000,0.0000000000,0.1403616667,0.1036335602,0.1035905406,0.0568586849,0.0209370218,0.0222615730,0.0535438135,0.0542298891,0.0000317447,0.0000000000,0.0000000000,0.0000000000,-0.0114434222,0.1870335340,-0.0021655643,0.0534083843,0.1870219260,0.0101014990
